First process instance # in stats,6
Last process instance # in stats,95

Resource utilization
Resource,Utilization %
Candidato,Lane_0ut86fm,0
Dto. Operaciones,Lane_0jugb87,22
Cliente,Lane_0j2psai,0
Recruitment & Sourcing 
Office (RSO),Lane_1ev5z71,80
Recursos Humanos,Lane_0algpw2,4
CATS (Candidate Application Tracking System),Lane_05h08ph,0

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
AA_Enviar solicitud de perfil (Request for Offer - RfO),Process_1pblfqa.Activity_1028ae5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7040.0,0.0,57600.0,633600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AB_Tiempo Espera 1,Process_1pblfqa.Event_0dliaro,4071.4228666666677,3110.445,5092.522,366428.0580000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AC_Analizar la solicitud y crear RCM,Process_1pblfqa.Activity_0iznkq7,1851.863811111112,133.174,10901.516,166667.74300000007,749.6647882320405,0.0,9579.448999881744,63721.50699972344,10820.226022222223,0.0,230400.0,973820.3420000001,7.133157401851851,0.8304878611111111,12.756607597222223,641.9841661666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AD_Tiempo Espera 2,Process_1pblfqa.Event_06eqq4f,7514.222611111114,6800.658,8498.041,676280.0350000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AE_Registrar solicitud en CATS,Process_1pblfqa.Activity_089etqu,1832.2828888888887,328.174,13603.183000000005,164905.46,683.6966585481922,0.0,12483.84099984169,56063.12600095176,34997.731433333334,0.0,228824.075,3149795.8290000004,7.541698760185185,2.0465295277777775,13.308335055555554,678.7528884166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AF_Tiempo Espera 3,Process_1pblfqa.Event_0wzbcbd,4128.486166666666,3347.314,5393.329,371563.7549999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AG_Validar candidatos disponibles,Process_1pblfqa.Activity_1gyj904,8064.60772222222,683.535,32758.358999999997,725814.6949999998,6967.493678165348,0.0,32060.81599998474,606171.9500003853,26548.776311111113,0.0,287645.929,2389389.8680000002,8.29006057175926,3.397158944444444,14.59469511111111,746.1054514583335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AH_Tiempo Espera 4,Process_1pblfqa.Event_0iqmhyn,3588.769655052264,2716.433,4700.794,1029976.8909999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287
AI_Busqueda de potenciales candidatos - Estructura de búsqueda,Process_1pblfqa.Activity_1dg1h4g,8060.052027874566,1.018,43936.600999999995,2313234.9320000005,7109.244161980621,0.0,42961.59200000763,2019025.3420024966,30911.70314982579,0.0,288000.0,8871658.804000001,6.3927654815137425,0.006348361111111111,13.088456013888889,1834.723693194444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287
AJ_Tiempo Espera 5.1,Process_1pblfqa.Event_19mo72u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287
AK_Busqueda - Crear Batch y Research,Process_1pblfqa.Activity_0ib4mlh,34426.29377700349,28800.0,64951.36499999999,9880346.314000001,5626.2937770022745,0.0,36151.36500000954,1614746.3139996529,100549.12891986062,57600.0,288000.0,2.88576E7,179.5999999999991,179.6,179.6,51545.19999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287
AL_Tiempo Espera 5.2,Process_1pblfqa.Event_1rs8r7w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287
AM_Busqueda - Contacto Masivo,Process_1pblfqa.Activity_154l5ht,34361.61773170731,28800.0,66026.01500000001,9861784.288999997,5561.617731704114,0.0,37226.014999866486,1596184.2889990807,113795.12195121951,57600.0,345600.0,3.26592E7,179.5999999999991,179.6,179.6,51545.19999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287
AN_Tiempo Espera 6,Process_1pblfqa.Event_1y5gx5q,57569.46563763062,56610.358,58753.749,1.652243663799999E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287
AO_Contactar telefónicamente a los candidatos interesados,Process_1pblfqa.Activity_19ifgkj,23655.952783972127,15442.437000000005,58154.50399999999,6789258.449,9072.44809323803,0.0,41472.94499991989,2141097.750004175,74744.7265818815,463.642,290877.214,2.145173652899999E7,100.9980717117209,94.20179644444443,107.20334601388889,28986.446581263895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287
AP_Tiempo Espera 7,Process_1pblfqa.Event_060m6up,86371.44955555559,85315.712,87138.719,7773430.460000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AQ_Confirma interés y entrega documentación de los candidatos,Process_1pblfqa.Activity_0jzn9og,10344.061566666664,2566.078,34367.653000000006,930965.5409999997,7141.944058821172,0.0,30280.5,607065.2449997996,51814.900333333324,0.0,230400.0,4663341.029999999,22.44309149753086,16.002347527777776,28.984047555555552,2019.8782347777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AR_Tiempo Espera 8,Process_1pblfqa.Event_17f0a2q,14529.379655555564,13648.347,15510.47,1307644.1690000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AS_Elaboración del Request Compliancy Matrix (RCM) de los candidatos,Process_1pblfqa.Activity_0f95g3y,2203.8016888888897,212.438,14809.445000000007,198342.15200000006,1710.6317462827776,0.0,13438.755000112535,114612.3270009461,56126.97941111111,0.0,228700.248,5051428.147,5.801649911265431,0.7874399861111111,10.158313194444444,522.1484920138888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AT_Tiempo Espera 9,Process_1pblfqa.Event_1h3b6zn,3617.4394000000016,2796.316,4511.409,325569.54600000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AU_Evaluar y seleccionar al candidato más adecuado,Process_1pblfqa.Activity_1kxtnry,1326.6617,190.415,5698.823,119399.553,506.2352555560218,0.0,4698.3099999427795,45561.17300004196,4432.277311111112,0.0,228867.65,398904.95800000004,5.116270466049381,1.1874490972222222,11.784765805555555,460.4643419444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AV_Tiempo Espera 10,Process_1pblfqa.Event_0llm10p,15283.821444444444,14301.808,15966.301,1375543.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AW_Preparación de la propuesta (CV + docs),Process_1pblfqa.Activity_0j1fehn,8326.341600000002,6552.308,17508.649999999994,749370.7440000002,1216.462226193405,0.0,10911.130000228884,102182.82700024603,41771.32251111111,0.0,230400.0,3759419.0259999996,44.84373066867284,40.423532361111114,50.141021097222215,4035.935760180556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AX_Tiempo Espera 11,Process_1pblfqa.Event_0ibzd06,10744.974844444447,9887.877,11540.206,967047.7360000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AY_Enviar propuesta del perfil al cliente,Process_1pblfqa.Activity_18fe2gk,1610.7673333333332,58.93,8776.341,144969.06,598.0786024209905,0.0,7188.951999931334,49640.52400094221,33345.694611111125,0.0,221552.699,3001112.515000001,6.605326028395064,0.3674940277777778,10.782996916666667,594.4793425555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
AZ_Tiempo Espera 12,Process_1pblfqa.Event_1ueawpk,417197.79241111095,232358.529,630365.373,3.754780131699999E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
BA_Revisar perfil del candidato y decidir,Process_1pblfqa.Activity_0dj38n3,3324.0985666666656,153.92699999999604,13796.518000000004,299168.8709999999,2780.6273255782016,0.0,13131.610999944685,239133.94999972533,48539.59042222222,0.0,230400.0,4368563.138,4.159827087808644,0.35207836111111107,8.915287874999999,374.38443790277796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
BB_Tiempo Espera 13,Process_1pblfqa.Event_0ohpkwi,4446.708803921568,3750.996,5068.586,226782.14899999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
BC_Organizar entrevista Cliente / Candidato,Process_1pblfqa.Activity_02yqm8w,1875.959274509804,706.109,7217.805,95673.923,748.8189019549127,0.0,6253.184000015259,38189.763999700546,0.0,0.0,0.0,0.0,7.028972601034858,3.402952291666666,11.416411194444443,358.47760265277776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
BD_Tiempo Espera 14,Process_1pblfqa.Event_177m4a1,429439.50929411757,163939.913,604595.626,2.1901414973999996E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
BE_Realizar entrevista técnica,Process_1pblfqa.Activity_1tu6ayp,5966.43025490196,2521.757,16824.527000000002,304287.94299999997,3330.883179995156,0.0,14067.891000070573,166544.15899975778,69604.67233333336,0.0,230400.0,3549838.2890000017,16.842853762527234,15.725956847222221,17.756802555555556,858.9855418888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
BF_Tiempo Espera 15,Process_1pblfqa.Event_1beo56p,430208.83266666665,243299.221,589336.144,2.1940650466E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
BG_Validar Candidato,Process_1pblfqa.Activity_1blm85x,3997.1147058823517,1247.649000000005,14067.891000000003,203852.84999999995,2296.7149166761624,0.0,11845.134000028615,110242.31600045579,97494.31680392157,0.0,217487.599,4972210.157,11.446386101851852,6.88126798611111,16.047559333333332,583.7656911944445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
BH_Tiempo Espera 17,Process_1pblfqa.Event_0hudixm,649570.5816486486,458998.649,872562.109,2.4034111520999998E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
BI_Preparación de onboarding e incorporación,Process_1pblfqa.Activity_0ai0ti3,7582.424486486489,6495.116000000009,15267.740000000002,280549.70600000006,804.2010526631014,0.0,8031.233000123979,15279.820000598927,51819.07959459459,0.0,230400.0,1917305.9449999996,44.709526581831824,40.50426505555556,50.87942654166667,1654.2524835277775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
BJ_Tiempo Espera 16,Process_1pblfqa.Event_03yozwr,436330.4512142857,158964.776,679385.985,6108626.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
